ym,brand,series,combo,name,supply,forecast
2026-01,시디즈,링고 2세대,S51ACF1VG-A443BW,링고 학생의자_고정중심봉(그레이쉬핑크),외주/상품,431
2026-01,시디즈,링고 2세대,S51ACF1VG-A447BW,링고 학생의자_고정중심봉(그레이쉬그린),외주/상품,240
2026-01,시디즈,마네,M071-721,마네_원목다리UM(패브릭/다크그레이),시디즈(평택),4
2026-01,시디즈,마네,M071-725,마네_원목다리UM(패브릭/밀크브라운),시디즈(평택),9
2026-01,시디즈,마네,M071-A446,마네_원목다리UM(인조가죽/블랙),시디즈(평택),23
2026-01,시디즈,마네,M071E-256,마네_스틸다리(패브릭/하운드투스),시디즈(평택),18
2026-01,시디즈,마네,M071E-A845AC,마네_크롬다리(인조가죽/탠브라운),시디즈(평택),36
2026-01,시디즈,마네,MN021E-IBLWW,마네_스틸다리(화이트프레임/플라스틱/코튼블루),시디즈(평택),32
2026-01,시디즈,마네,MN021E-MGNWW,마네_스틸다리(화이트프레임/플라스틱/민트그린),시디즈(평택),62
2026-01,시디즈,마네,MN021E-RPKWW,마네_스틸다리(화이트프레임/플라스틱/로즈핑크),시디즈(평택),27
2026-01,시디즈,마네,MN021E-WWWWL,마네_스틸다리(화이트프레임/플라스틱/화이트),시디즈(평택),422
2026-01,시디즈,몰티,K50HB0KG-A441P,몰티_헬로베이비세트(소이밀크),외주/상품,31
2026-01,시디즈,몰티,K50HB0KG-A443R,몰티_헬로베이비세트(코랄핑크),외주/상품,1
2026-01,시디즈,몰티,K50HB0KG-A447Q,몰티_헬로베이비세트(아보카도그린),외주/상품,3
2026-01,시디즈,몰티,K50HC0KG-A441P,몰티_하이체어(소이밀크),외주/상품,56
2026-01,시디즈,몰티,K50HC0KG-A443R,몰티_하이체어(코랄핑크),외주/상품,43
2026-01,시디즈,몰티,K50HC0KG-A447Q,몰티_하이체어(아보카도그린),외주/상품,49
2026-01,시디즈,뮤브,L10SG0KK-5F1ALG,뮤브 글라이드형 (웜그레이 프레임/미드그레이),시디즈(평택),31
2026-01,시디즈,뮤브,L10SG0KK-5F1LG,뮤브 글라이드형 (웜그레이 프레임/더스티그레이),시디즈(평택),31
2026-01,시디즈,뮤브,L10SU0KK-5F1ALG,뮤브 바퀴형 (웜그레이 프레임/미드그레이),시디즈(평택),46
2026-01,시디즈,뮤브,L10SU0KK-5F1LG,뮤브 바퀴형 (웜그레이 프레임/더스티그레이),시디즈(평택),46
2026-01,시디즈,버튼,M801E-831,버튼_4-LEGS형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),19
2026-01,시디즈,버튼,M801E-WW,버튼_4-LEGS형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),17
2026-01,시디즈,버튼,M801EY-831,버튼_4-LEGS형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),21
2026-01,시디즈,버튼,M801EY-WW,버튼_4-LEGS형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),23
2026-01,시디즈,버튼,M803G-831,버튼_높이조절형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),14
2026-01,시디즈,버튼,M803G-WW,버튼_높이조절형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),25
2026-01,시디즈,버튼,M803Y-831,버튼_높이조절형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),33
2026-01,시디즈,버튼,M803Y-WW,버튼_높이조절형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),43
2026-01,시디즈,버튼,MN801E-371,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/쿨그레이),시디즈(평택),13
2026-01,시디즈,버튼,MN801E-452,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/베이지),시디즈(평택),9
2026-01,시디즈,버튼,MN801E-BK,버튼_4-LEGS형_글라이드(블랙프레임/플라스틱/블랙),시디즈(평택),8
2026-01,시디즈,버튼,MN801EY-371,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/쿨그레이),시디즈(평택),14
2026-01,시디즈,버튼,MN801EY-452,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/베이지),시디즈(평택),21
2026-01,시디즈,버튼,MN801EY-BK,버튼_4-LEGS형_바퀴(블랙프레임/플라스틱/블랙),시디즈(평택),31
2026-01,시디즈,버튼,MN803G-371,버튼_높이조절형_글라이드(블랙프레임/패브릭/쿨그레이),시디즈(평택),12
2026-01,시디즈,버튼,MN803G-452,버튼_높이조절형_글라이드(블랙프레임/패브릭/베이지),시디즈(평택),8
2026-01,시디즈,버튼,MN803G-BK,버튼-높이조절형-글라이드(블랙프레임/플라스틱/블랙),시디즈(평택),10
2026-01,시디즈,버튼,MN803Y-371,버튼_높이조절형_바퀴(블랙프레임/패브릭/쿨그레이),시디즈(평택),31
2026-01,시디즈,버튼,MN803Y-452,버튼_높이조절형_바퀴(블랙프레임/패브릭/베이지),시디즈(평택),19
2026-01,시디즈,버튼,MN803Y-BK,버튼_높이조절형_바퀴(블랙프레임/플라스틱/블랙),시디즈(평택),3
2026-01,시디즈,스테포,SB01F-MM,스테포_기본형(그레이),외주/상품,98
2026-01,시디즈,스테포,SB01F1-3D1,스테포_커버형(차콜그레이),외주/상품,1191
2026-01,시디즈,스테포,SB01F1-3D2,스테포_커버형(베이지),외주/상품,357
2026-01,시디즈,스테포,SB01F1-3D7,스테포_커버형(민트그린),외주/상품,60
2026-01,시디즈,아띠,K30F1KG-A441P,아띠 의자(소이밀크),외주/상품,240
2026-01,시디즈,아띠,K30F1KG-A443S,아띠 의자(멜로우피치),외주/상품,117
2026-01,시디즈,아띠,K30F1KG-A444D,아띠 의자(세이지민트),외주/상품,146
2026-01,시디즈,아띠,K30X1KG-WW,아띠 책상(화이트),외주/상품,241
2026-01,시디즈,아이블,S60FEGU0KK-451MWW,아이블 바퀴+글라이드형 (화이트프레임│웜그레이),외주/상품,4365
2026-01,시디즈,아이블,S60FEGU0KK-452NWW,아이블 바퀴+글라이드형 (화이트프레임│샌드베이지),외주/상품,1293
2026-01,시디즈,아이블,S60FEGU0KK-456BK,아이블 바퀴+글라이드형 (블랙프레임│차콜),외주/상품,1024
2026-01,시디즈,아이블,S60SFU0KK-451MWW,아이블 높이조절형 바퀴 (화이트프레임│웜그레이),시디즈(평택),1154
2026-01,시디즈,아이블,S60SFU0KK-452NWW,아이블 높이조절형 바퀴 (화이트프레임│샌드베이지),시디즈(평택),552
2026-01,시디즈,아이블,S60SFU0KK-456BK,아이블 높이조절형 바퀴 (블랙프레임│차콜),시디즈(평택),470
2026-01,시디즈,악세서리,K30XA0KG-SG,아띠 높이연장블록 (1SET=4EA),시디즈(평택),13
2026-01,시디즈,악세서리,K509N-SG,몰티_이너시트,외주/상품,13
2026-01,시디즈,악세서리,K50X0KG-BW,몰티_책상의자용 다리,외주/상품,6
2026-01,시디즈,악세서리,S40D0KK-5F1,트레보_좌판쿠션 커버(더스티그레이),외주/상품,118
2026-01,시디즈,악세서리,S40D0KK-5F3,트레보_좌판쿠션 커버(더스티핑크),외주/상품,67
2026-01,시디즈,악세서리,S40D0KK-5F7,트레보_좌판쿠션 커버(더스티그린),외주/상품,37
2026-01,시디즈,악세서리,S509ND1-2G3,링고 등판+좌판 커버(로지핑크),시디즈(평택),33
2026-01,시디즈,악세서리,S509ND1-2G4,링고 등판+좌판 커버(라벤더블루),시디즈(평택),19
2026-01,시디즈,악세서리,S509ND1-2G7,링고 등판+좌판 커버(그린티그린),시디즈(평택),11
2026-01,시디즈,악세서리,S509ND1CC9-TOT00C,링고 1세대 등판+좌판 커버_토트넘 콜라보(코커렐),시디즈(평택),11
2026-01,시디즈,악세서리,S51ND2KG-5F3,링고 2세대 등판+좌판 커버(더스티핑크),시디즈(평택),162
2026-01,시디즈,악세서리,S51ND2KG-5F7,링고 2세대 등판+좌판 커버(더스티그린),시디즈(평택),98
2026-01,시디즈,악세서리,T21AP0CC1-TOT3,T20 2세대 암패드(토트넘 퍼플/좌+우 세트),시디즈(평택),23
2026-01,시디즈,악세서리,T509CH-BK,[악세서리] T50 옷걸이_헤드레스트형_BK,외주/상품,278
2026-01,시디즈,악세서리,T509CH-WW,[악세서리] T50 옷걸이_헤드레스트형_WW,외주/상품,250
2026-01,시디즈,악세서리,T529D-451L,T50AIR 좌판커버(그레이),외주/상품,158
2026-01,시디즈,악세서리,T529D-454B,T50AIR 좌판커버(블루),외주/상품,103
2026-01,시디즈,악세서리,T529D-456,T50AIR 좌판커버(차콜),외주/상품,120
2026-01,시디즈,악세서리,T61C0KK-5G1B,[악세서리] T60AIR 좌판 커버_라이트그레이,외주/상품,119
2026-01,시디즈,악세서리,T61C0KK-5G1C,[악세서리] T60AIR 좌판 커버_그레이,외주/상품,51
2026-01,시디즈,악세서리,T61C0KK-5G1D,[악세서리] T60AIR 좌판 커버_차콜,외주/상품,151
2026-01,시디즈,악세서리,T61X0KK-IG,[악세서리] T60 옷걸이_차콜,시디즈(평택),82
2026-01,시디즈,악세서리,T61X0KK-SG,[악세서리] T60 옷걸이_그레이,시디즈(평택),29
2026-01,시디즈,악세서리,T61X0KK-WW,[악세서리] T60 옷걸이_화이트,시디즈(평택),41
2026-01,시디즈,에가,TN601FE-451M,에가_4-LEGS형_글라이드(패브릭/웜그레이),외주/상품,39
2026-01,시디즈,에가,TN601FE-452N,에가_4-LEGS형_글라이드(패브릭/샌드베이지),외주/상품,10
2026-01,시디즈,에가,TN601FE-457L,에가_4-LEGS형_글라이드(패브릭/애쉬그린),외주/상품,4
2026-01,시디즈,에가,TN601FE-458D,에가_4-LEGS형_글라이드(패브릭/코랄),외주/상품,3
2026-01,시디즈,에가,TN601FE-A490L,에가_4-LEGS형_글라이드(인조가죽/아이보리),외주/상품,18
2026-01,시디즈,에가,TN601FEY-451M,에가_4-LEGS형_바퀴(패브릭/웜그레이),외주/상품,25
2026-01,시디즈,에가,TN601FEY-452N,에가_4-LEGS형_바퀴(패브릭/샌드베이지),외주/상품,11
2026-01,시디즈,에가,TN601FEY-457L,에가_4-LEGS형_바퀴(패브릭/애쉬그린),외주/상품,9
2026-01,시디즈,에가,TN601FEY-458D,에가_4-LEGS형_바퀴(패브릭/코랄),외주/상품,4
2026-01,시디즈,에가,TN601FEY-A490L,에가_4-LEGS형_바퀴(인조가죽/아이보리),외주/상품,19
2026-01,시디즈,에가,TN603FG-451M,에가_높이조절형_글라이드(패브릭/웜그레이),외주/상품,14
2026-01,시디즈,에가,TN603FG-452N,에가_높이조절형_글라이드(패브릭/샌드베이지),외주/상품,21
2026-01,시디즈,에가,TN603FG-457L,에가_높이조절형_글라이드(패브릭/애쉬그린),외주/상품,7
2026-01,시디즈,에가,TN603FG-458D,에가_높이조절형_글라이드(패브릭/코랄),외주/상품,3
2026-01,시디즈,에가,TN603FG-A490L,에가_높이조절형_글라이드(인조가죽/아이보리),외주/상품,24
2026-01,시디즈,에가,TN603FY-451M,에가_높이조절형_바퀴(패브릭/웜그레이),외주/상품,61
2026-01,시디즈,에가,TN603FY-452N,에가_높이조절형_바퀴(패브릭/샌드베이지),외주/상품,59
2026-01,시디즈,에가,TN603FY-457L,에가_높이조절형_바퀴(패브릭/애쉬그린),외주/상품,21
2026-01,시디즈,에가,TN603FY-458D,에가_높이조절형_바퀴(패브릭/코랄),외주/상품,12
2026-01,시디즈,에가,TN603FY-A490L,에가_높이조절형_바퀴(인조가죽/아이보리),외주/상품,55
2026-01,시디즈,에가_데일리,M20SFU0KK-451MWW,에가_데일리 (패브릭/웜그레이),외주/상품,65
2026-01,시디즈,에가_데일리,M20SFU0KK-452NWW,에가_데일리 (패브릭/샌드베이지),외주/상품,76
2026-01,시디즈,에가_데일리,M20SFU0KK-A490LW,에가_데일리 (인조가죽/아이보리),외주/상품,79
2026-01,시디즈,위,M171EZ-371LBW,위_550MM(화이트프레임/패브릭/그레이),시디즈(평택),10
2026-01,시디즈,위,M171EZ-452BW,위_550MM(화이트프레임/패브릭/베이지),시디즈(평택),12
2026-01,시디즈,위,M171EZ-BW,위_550MM(화이트프레임/네이키드),시디즈(평택),5
2026-01,시디즈,위,M174E-371LBW,위_680MM(화이트프레임/패브릭/그레이),시디즈(평택),14
2026-01,시디즈,위,M174E-452BW,위_680MM(화이트프레임/패브릭/베이지),시디즈(평택),17
2026-01,시디즈,위,M174E-BW,위_680MM(화이트프레임/네이키드),시디즈(평택),17
2026-01,시디즈,위,MN171EZ-371LBW,위_550MM(블랙프레임/패브릭/그레이),시디즈(평택),4
2026-01,시디즈,위,MN171EZ-452BW,위_550MM(블랙프레임/패브릭/베이지),시디즈(평택),1
2026-01,시디즈,위,MN171EZ-BW,위_550MM(블랙프레임/네이키드),시디즈(평택),6
2026-01,시디즈,위,MN174E-371LBW,위_680MM(블랙프레임/패브릭/그레이),시디즈(평택),1
2026-01,시디즈,위,MN174E-BW,위_680MM(블랙프레임/네이키드),시디즈(평택),5
2026-01,시디즈,이지리페어,N10C0KK-5F1,[이지리페어] 플릿 좌판 커버 (더스티그레이),시디즈(평택),5
2026-01,시디즈,이지리페어,N10C0KK-5F2,[이지리페어] 플릿 좌판 커버 (베이지),시디즈(평택),5
2026-01,시디즈,이지리페어,S00G1KG-SG,글라이드 B형(라이트그레이)_분리도구 포함,시디즈(평택),404
2026-01,시디즈,이지리페어,S00U1KG-SG50,우레탄 바퀴 B형(라이트그레이)_분리도구 포함,시디즈(평택),58
2026-01,시디즈,이지리페어,S00V1KG-SG50,싯브레이크 바퀴 B형(라이트그레이)_분리도구 포함,시디즈(평택),363
2026-01,시디즈,이지리페어,S50D0VG-A443Q,[이지리페어] 링고 좌판(로지핑크),외주/상품,24
2026-01,시디즈,이지리페어,S50D0VG-A444N,[이지리페어] 링고 좌판(라벤더블루),외주/상품,20
2026-01,시디즈,이지리페어,S50K0VG-SG,[이지리페어] 링고 발받침,외주/상품,57
2026-01,시디즈,이지리페어,S50N0VG-A441P,[이지리페어] 링고 등판(소이밀크),외주/상품,80
2026-01,시디즈,이지리페어,S50N0VG-A443Q,[이지리페어] 링고 등판(로지핑크),외주/상품,16
2026-01,시디즈,이지리페어,S50N0VG-A444N,[이지리페어] 링고 등판(라벤더블루),외주/상품,16
2026-01,시디즈,이지리페어,S50X0VG-XX,[이지리페어] 링고 높이조절 손잡이,외주/상품,28
2026-01,시디즈,이지리페어,S51D0VG-A442B,[이지리페어] 링고 2세대 좌판(그레이쉬베이지),외주/상품,2
2026-01,시디즈,이지리페어,S51K1VG-WW,[이지리페어] 링고 2세대 발받침_하부조립,외주/상품,4
2026-01,시디즈,이지리페어,S51N0VG-A447B,[이지리페어] 링고 2세대 등판(그레이쉬 그린),외주/상품,1
2026-01,시디즈,이지리페어,T00G1KG-BK,글라이드 A형(블랙)_분리도구 포함,시디즈(평택),36
2026-01,시디즈,이지리페어,T00U1KG-BK65,우레탄 바퀴 A형(블랙)_분리도구 포함,시디즈(평택),130
2026-01,시디즈,이지리페어,T00U1KG-WW65,우레탄 바퀴 A형(화이트)_분리도구 포함,시디즈(평택),43
2026-01,시디즈,이지리페어,T00V1KG-BK65,싯브레이크 바퀴 A형(블랙)_분리도구 포함,시디즈(평택),73
2026-01,시디즈,이지리페어,T00V1KG-SG65,싯브레이크 바퀴 A형(라이트그레이)_분리도구 포함,시디즈(평택),110
2026-01,시디즈,이지리페어,T20FL0VG-BK,T20 팔걸이_좌(블랙프레임),외주/상품,5
2026-01,시디즈,이지리페어,T20FL0VG-WW,T20 팔걸이_좌(화이트프레임),외주/상품,178
2026-01,시디즈,이지리페어,T20FR0VG-BK,T20 팔걸이_우(블랙프레임),외주/상품,5
2026-01,시디즈,이지리페어,T20FR0VG-WW,T20 팔걸이_우(화이트프레임),외주/상품,209
2026-01,시디즈,이지리페어,T20H0VG-BK,T20 헤드레스트(BK),외주/상품,183
2026-01,시디즈,이지리페어,T20H0VG-WW,T20 헤드레스트(WW),외주/상품,23
2026-01,시디즈,이지리페어,T21D1VG-5G1,이지리페어 2세대 T20 좌판(5G1)_183mm틸트,외주/상품,11
2026-01,시디즈,이지리페어,T21D1VG-5G1C,이지리페어 2세대 T20 좌판(5G1C)_183mm틸트,외주/상품,3
2026-01,시디즈,이지리페어,T21D1VG-5G6,이지리페어 2세대 T20 좌판(5G6)_183mm틸트,외주/상품,1
2026-01,시디즈,이지리페어,T21H0VG-5G1,이지리페어 2세대 T20 헤드레스트(5G1),외주/상품,2
2026-01,시디즈,이지리페어,T21H0VG-5G1C,이지리페어 2세대 T20 헤드레스트(5G1C),외주/상품,2
2026-01,시디즈,이지리페어,T21H0VG-5G6,이지리페어 2세대 T20 헤드레스트(5G6),외주/상품,2
2026-01,시디즈,이지리페어,T50AL0VG-BK,[이지리페어] T50 조절형 팔걸이_좌(BK),외주/상품,451
2026-01,시디즈,이지리페어,T50AL0VG-WW,[이지리페어] T50 조절형 팔걸이_좌(WW),외주/상품,470
2026-01,시디즈,이지리페어,T50AR0VG-BK,[이지리페어] T50 조절형 팔걸이_우(BK),외주/상품,342
2026-01,시디즈,이지리페어,T50AR0VG-WW,[이지리페어] T50 조절형 팔걸이_우(WW),외주/상품,392
2026-01,시디즈,이지리페어,T50D0VG-451M,[이지리페어] T50 좌판(패브릭/웜그레이),외주/상품,116
2026-01,시디즈,이지리페어,T50D0VG-452M,[이지리페어] T50 좌판(패브릭/아이보리),외주/상품,54
2026-01,시디즈,이지리페어,T50D0VG-456,[이지리페어] T50 좌판(패브릭/차콜),외주/상품,195
2026-01,시디즈,이지리페어,T50D0VG-457B,[이지리페어] T50 좌판(패브릭/딥그린),외주/상품,90
2026-01,시디즈,이지리페어,T50D0VG-458D,[이지리페어] T50 좌판(패브릭/코랄),외주/상품,12
2026-01,시디즈,이지리페어,T50FL0VG-BK,[이지리페어] T50 고정형 팔걸이_좌(BK),외주/상품,49
2026-01,시디즈,이지리페어,T50FR0VG-BK,[이지리페어] T50 고정형 팔걸이_우(BK),외주/상품,47
2026-01,시디즈,이지리페어,T50H0VG-BK,[이지리페어] T50 헤드레스트(BK),외주/상품,434
2026-01,시디즈,이지리페어,T50H0VG-WW,[이지리페어] T50 헤드레스트(WW),외주/상품,362
2026-01,시디즈,이지리페어,T55AP0KG-BK,T55 암패드(블랙/1SET=좌+우),시디즈(평택),318
2026-01,시디즈,이지리페어,T61AP0KK-IG,[이지리페어] T60 암패드_차콜,시디즈(평택),4
2026-01,시디즈,이지리페어,T61AP0KK-SG,[이지리페어] T60 암패드_그레이,시디즈(평택),8
2026-01,시디즈,이지리페어,T61D0KK-5G1BWW,[이지리페어] T60 좌판_라이트그레이,시디즈(평택),5
2026-01,시디즈,이지리페어,T61D0KK-5G1CSG,[이지리페어] T60 좌판_그레이,시디즈(평택),3
2026-01,시디즈,이지리페어,T61D0KK-5G1DIG,[이지리페어] T60 좌판_차콜,시디즈(평택),4
2026-01,시디즈,이지리페어,T61H0KK-5H1ASG,[이지리페어] T60 헤드레스트_그레이,시디즈(평택),5
2026-01,시디즈,이지리페어,T61H0KK-5H1BIG,[이지리페어] T60 헤드레스트_차콜,시디즈(평택),3
2026-01,시디즈,이지리페어,T61H0KK-5H1WW,[이지리페어] T60 헤드레스트_라이트그레이,시디즈(평택),4
2026-01,시디즈,이지리페어,T62D0KK-5H1ASG,[이지리페어] T60AIR 좌판_그레이,시디즈(평택),3
2026-01,시디즈,이지리페어,T62D0KK-5H1BIG,[이지리페어] T60AIR 좌판_차콜,시디즈(평택),4
2026-01,시디즈,이지리페어,T62D0KK-5H1WW,[이지리페어] T60AIR 좌판_라이트그레이,시디즈(평택),5
2026-01,시디즈,이지리페어,T80AP0KG-BK,T80 암패드(블랙/1SET=좌+우),시디즈(평택),21
2026-01,시디즈,이지리페어,T80AP0KG-SG,T80 암패드(그레이/1SET=좌+우),시디즈(평택),7
2026-01,시디즈,이지리페어,T80D0KG-451AN,T80 좌판(패브릭/다크그레이),시디즈(평택),25
2026-01,시디즈,이지리페어,T80D0KG-451N,T80 좌판(패브릭/라이트그레이),시디즈(평택),4
2026-01,시디즈,이지리페어,T80D0KG-456,T80 좌판(패브릭/차콜),시디즈(평택),35
2026-01,시디즈,이지리페어,T80H0KG-A096,T80 헤드레스트(블랙프레임/인조가죽/블랙),시디즈(평택),73
2026-01,시디즈,이지리페어,VS509D-A447A,링고 좌판쿠션(그린티그린),외주/상품,18
2026-01,시디즈,이지리페어,VS509N-A447A,링고 등판쿠션(그린티그린),외주/상품,21
2026-01,시디즈,코스트코,PCOM090A1-831A,[코스트코]필로(패브릭/다크그레이),외주/상품,40
2026-01,시디즈,코스트코,PCOM090A1-832,[코스트코]필로(패브릭/베이지),외주/상품,40
2026-01,시디즈,코스트코,PCOTX520A2-2D6,[코스트코]에어 메쉬 오피스 체어(블랙프레임/블랙),시디즈(평택),1100
2026-01,시디즈,코스트코,PCOTX520O2-2D6,[코스트코]에어 메쉬 오피스 체어(블랙프레임/블랙),시디즈(평택),20
2026-01,시디즈,코스트코,VPCOSNA500A1-A444P,[코스트코]링고_회전중심봉_발받침제외(그린),외주/상품,30
2026-01,시디즈,코스트코,VPCOSNA500A1-A449PN,[코스트코]링고_회전중심봉_발받침제외(라벤더),외주/상품,18
2026-01,시디즈,코스트코,VPCOSNA500O1-A444P,[코스트코]링고_회전중심봉_발받침 제외(그린),외주/상품,5
2026-01,시디즈,코스트코,VPCOSNA500O1-A449PN,[코스트코]링고_회전중심봉_발받침 제외(라벤더),외주/상품,5
2026-01,시디즈,코스트코,VPCOTNB50LA2-451A,[코스트코]베이직 오피스 체어(화이트프레임/다크그레이),외주/상품,380
2026-01,시디즈,코스트코,VPCOTNB50LA2-452N,[코스트코]베이직 오피스 체어(화이트프레임/베이지),외주/상품,380
2026-01,시디즈,코스트코,VPCOTNB50LO2-451A,[코스트코]베이직 오피스 체어(화이트프레임/다크그레이),외주/상품,45
2026-01,시디즈,코스트코,VPCOTNB50LO2-452N,[코스트코]베이직 오피스 체어(화이트프레임/베이지),외주/상품,35
2026-01,시디즈,쿠팡로켓,OCPTXN529A2-2D1,[쿠팡]T50AIR(화이트프레임/그레이)+좌판커버(그레이)/박스에품질부착,시디즈(평택),80
2026-01,시디즈,쿠팡로켓,S50ACF0LVK-A442M,링고_고정중심봉(베이지),외주/상품,8
2026-01,시디즈,쿠팡로켓,S50ACF0LVK-A443R,링고_고정중심봉(핑크),외주/상품,8
2026-01,시디즈,쿠팡로켓,S50ACF0LVK-A447M,링고_고정중심봉(그린),외주/상품,8
2026-01,시디즈,쿠팡로켓,T40HLDA0LKK-831BBK,[쿠팡]탭스퀘어_HLDA(블랙프레임/차콜 블랙)/박스에품질부착,시디즈(평택),10
2026-01,시디즈,쿠팡로켓,T40HLDA0LKK-831WW,[쿠팡]탭스퀘어_HLDA(화이트프레임/모스그레이)/박스에품질부착,시디즈(평택),10
2026-01,시디즈,쿠팡로켓,T40HLDA0LKK-835BWW,[쿠팡]탭스퀘어_HLDA(화이트프레임/브라운베이지)/박스에품질부착,시디즈(평택),10
2026-01,시디즈,탭스퀘어,T402HF0VK-831BBK,탭스퀘어 HF (블랙프레임/차콜블랙),외주/상품,320
2026-01,시디즈,탭스퀘어,T402HF0VK-831WW,탭스퀘어 HF (화이트프레임/모스그레이),외주/상품,175
2026-01,시디즈,탭스퀘어,T402HF0VK-835BWW,탭스퀘어 HF (화이트프레임/브라운베이지),외주/상품,60
2026-01,시디즈,트레보,S40DNE0KK-DSG,트레보(더스티그린프레임),시디즈(평택),47
2026-01,시디즈,트레보,S40DNE0KK-DSP,트레보(더스티핑크프레임),시디즈(평택),51
2026-01,시디즈,트레보,S40DNE0KK-WW,트레보(화이트프레임),시디즈(평택),251
2026-01,시디즈,펑거스,M130-454,펑거스(블랙프레임/워터리블루),외주/상품,48
2026-01,시디즈,펑거스,M130-456,펑거스(블랙프레임/차콜),외주/상품,40
2026-01,시디즈,펑거스,M130-458,펑거스(블랙프레임/브릭오렌지),외주/상품,47
2026-01,시디즈,펑거스,M130Y-454,펑거스_바퀴형(블랙프레임/워터리블루),외주/상품,12
2026-01,시디즈,펑거스,M130Y-456,펑거스_바퀴형(블랙프레임/차콜),외주/상품,25
2026-01,시디즈,펑거스,M130Y-458,펑거스_바퀴형(블랙프레임/브릭오렌지),외주/상품,26
2026-01,시디즈,펑거스,MN130-451L,펑거스(화이트프레임/그레이),외주/상품,95
2026-01,시디즈,펑거스,MN130-454B,펑거스(화이트프레임/블루),외주/상품,50
2026-01,시디즈,펑거스,MN130-457L,펑거스(화이트프레임/애쉬그린),외주/상품,65
2026-01,시디즈,펑거스,MN130Y-451L,펑거스_바퀴형(화이트프레임/그레이),외주/상품,153
2026-01,시디즈,펑거스,MN130Y-454B,펑거스_바퀴형(화이트프레임/블루),외주/상품,37
2026-01,시디즈,펑거스,MN130Y-457L,펑거스_바퀴형(화이트프레임/애쉬그린),외주/상품,33
2026-01,시디즈,펑거스,MN130YCC4-TOT,펑거스_바퀴형(화이트프레임)_토트넘 콜라보(스타디움),외주/상품,5
2026-01,시디즈,펑거스,MN130YCC4-TOT37V,펑거스_바퀴형(화이트프레임)_토트넘 콜라보(반더밴),외주/상품,2
2026-01,시디즈,플릿,N10E0KK-5F1WW,플릿 (화이트 프레임/더스티그레이),시디즈(평택),39
2026-01,시디즈,플릿,N10E0KK-5F2BG,플릿 (베이지 프레임/베이지),시디즈(평택),39
2026-01,시디즈,필로,M090-831A,필로(패브릭/다크그레이),외주/상품,91
2026-01,시디즈,필로,M090-832,필로(패브릭/베이지),외주/상품,67
2026-01,시디즈,필로,M090-838,필로(패브릭/만다린오렌지),외주/상품,8
2026-01,시디즈,필로,M090-838B,필로(패브릭/머스타드),외주/상품,10
2026-01,시디즈,필로,M090-A441A,필로(인조가죽/다크그레이),외주/상품,30
2026-01,시디즈,필로,M090-A442M,필로(인조가죽/베이지),외주/상품,59
2026-01,일룸,Anne,HCH3001-BWWW,앤(우드쉘),시디즈(평택),23
2026-01,일룸,Anne,HCH3001A-A491CT,앤(인조가죽),시디즈(평택),151
2026-01,일룸,Anne,HCH3001A-A491WG,앤(인조가죽),시디즈(평택),31
2026-01,일룸,Anne,HCH3001A-A492WG,앤(인조가죽),시디즈(평택),34
2026-01,일룸,Anne,HCH3001F-451LWG,앤(패브릭),시디즈(평택),8
2026-01,일룸,Anne,HCH3001F-452WG,앤(패브릭),시디즈(평택),9
2026-01,일룸,Atti-i,HCH2000AN-A440P,아띠아이R 의자,외주/상품,133
2026-01,일룸,Bibi,HVCH0018A-A490LA,비비체어 인조가죽,베트남,87
2026-01,일룸,Bibi,HVCH0018A-A494BA,비비체어 인조가죽,베트남,22
2026-01,일룸,Bibi,HVCH0018F-161AA,비비체어 패브릭,베트남,9
2026-01,일룸,Bibi,HVCH0018F-164AA,비비체어 패브릭,베트남,3
2026-01,일룸,Bibi,HVCH0018S-A490LW,비비 솔리드(인조),베트남,48
2026-01,일룸,Button,HCH0020B-451M,버튼 등판패딩,시디즈(평택),13
2026-01,일룸,Button,HCH0020B-452M,버튼 등판패딩,시디즈(평택),4
2026-01,일룸,Button,HCH0020B-454D,버튼 등판패딩,시디즈(평택),14
2026-01,일룸,Button,HCH0020G-452MWW,"버튼 스위블(글라이드,좌판패딩)",시디즈(평택),6
2026-01,일룸,Button,HCH0020G-454DWW,"버튼 스위블(글라이드,좌판패딩)",시디즈(평택),8
2026-01,일룸,Button,HCH0020WN-451MWW,"버튼 스위블(캐스터,좌판패딩)",시디즈(평택),45
2026-01,일룸,Button,HCH0020WN-452MWW,"버튼 스위블(캐스터,좌판패딩)",시디즈(평택),3
2026-01,일룸,Button,HCH0020WN-454DWW,"버튼 스위블(캐스터,좌판패딩)",시디즈(평택),18
2026-01,일룸,Ega,ITY00BS00A-451L,에가 스위블(캐스터),시디즈(평택),35
